,Open,High,Close
0,242.742737,243.35835299999997,484.580017
1,243.838837,247.21722400000002,493.0
2,245.97097799999997,246.421417,487.01000999999997
3,241.30630499999998,241.671677,480.220032
4,240.580582,240.61561600000002,474.880005
5,237.237244,244.444443,482.80001799999997
6,242.252258,248.353348,493.64999400000005
7,248.518524,250.375381,497.57000700000003
8,251.24624599999999,253.588593,506.38003499999996
9,253.623627,260.850861,521.030029
10,262.912903,267.96795699999996,532.4400019999999
11,267.017029,269.524536,535.3599849999999
12,270.770782,275.61560099999997,546.600037
13,266.74172999999996,269.094086,531.98999
14,264.35434,268.25827000000004,527.280029
15,264.34432999999996,269.97997999999995,534.01001
16,268.768768,272.272278,538.26001
17,269.829834,271.271271,528.9400019999999
18,299.049042,300.425415,597.619995
19,296.541534,301.326324,594.9400019999999
20,298.368378,302.64263900000003,602.549988
21,301.391388,301.716705,595.349976
22,297.312317,304.33432,606.98999
23,302.99798599999997,310.06005899999997,618.230042
24,306.987,313.01800499999996,618.980042
25,309.33432,314.064056,622.52002
26,308.89889500000004,310.785797,607.219971
27,302.89788799999997,308.29830899999996,610.9400019999999
28,302.417419,307.787781,603.6900019999999
29,305.915924,308.058044,606.77002
30,303.303314,305.14013700000004,592.400024
31,297.432434,301.801788,601.1700440000001
32,297.547546,299.724731,577.52002
33,291.561554,295.29528799999997,579.040039
34,281.771759,284.78479,546.02002
35,280.780792,287.59259,573.410034
36,280.970978,282.342346,549.01001
37,277.18719500000003,284.534546,562.130005
38,285.035034,285.535522,563.77002
39,276.992004,282.777771,557.22998
40,276.491486,276.49649,539.0
41,270.285278,272.117126,533.149963
42,261.997009,262.707703,504.880005
43,249.919922,257.692688,490.920013
44,252.252258,253.75375400000001,498.170013
45,252.001999,260.965973,518.820007
46,259.924927,265.26525899999996,523.290039
47,265.455444,268.9039,520.039978
48,260.25524900000005,265.490479,526.8599849999999
49,267.547546,269.994995,539.080017
50,269.364349,271.766754,540.6999509999999
51,272.64263900000003,273.423431,540.960022
52,270.64566,272.18719500000003,532.5
53,262.497498,264.22421299999996,524.840027
54,255.65565499999997,261.64163199999996,522.179993
55,265.490479,268.238251,534.030029
56,267.167175,269.81982400000004,534.960022
57,265.965973,267.59259,524.849976
58,259.239227,266.261261,530.119995
59,266.26626600000003,267.207214,529.52002
60,266.561554,268.743744,532.070007
61,268.01800499999996,272.762756,542.5599980000001
62,272.67266800000004,273.693695,546.679993
63,270.44543500000003,275.22522000000004,546.6700440000001
64,274.97497599999997,279.53955099999996,546.630005
65,274.11911000000003,277.777771,539.200012
66,263.388397,264.65466299999997,520.659973
67,258.538544,263.47348,525.51001
68,263.888885,266.73172,531.8900150000001
69,269.369354,273.798798,539.340027
70,271.021027,272.282288,528.840027
71,268.2883,268.91891499999997,527.5
72,260.365356,262.262268,515.039978
73,255.180176,256.256256,495.52002000000005
74,245.260254,251.97197000000003,501.89999400000005
75,248.423416,254.15416000000002,504.700012
76,254.003998,257.872864,514.710022
77,258.673676,260.510498,515.119995
78,262.852844,269.003998,537.169983
79,266.997009,273.673676,543.179993
80,274.339325,277.892883,548.5
81,275.290283,279.779785,558.98999
82,300.035034,300.100098,591.679993
83,292.152161,296.211212,582.409973
84,290.38537599999995,296.576569,590.51001
85,293.963959,296.326324,580.700012
86,291.241241,294.73974599999997,583.6700440000001
87,295.050049,296.671661,590.48999
88,293.653656,300.285278,596.4200440000001
89,296.846832,297.797791,583.159973
90,295.070068,295.38537599999995,586.3099980000001
91,299.509521,301.651642,598.6700440000001
92,297.55755600000003,301.45144700000003,600.1400150000001
93,297.842834,300.14514199999996,592.6400150000001
94,290.340332,293.048035,578.650024
95,292.74273700000003,294.27426099999997,584.820007
96,293.793793,299.049042,597.5
97,297.047058,300.170166,596.1400150000001
98,296.95697,304.694702,608.330017
99,304.80481000000003,307.492493,612.340027
100,302.432434,305.0,600.950012
101,303.26828,303.27828999999997,595.080017
102,300.950958,306.351349,608.350037
103,304.30429100000003,309.349335,613.0
104,306.706696,309.349335,616.5599980000001
105,306.346344,309.459473,611.4700320000001
106,305.330322,306.45144700000003,600.870056
107,301.3013,302.552551,594.880005
108,294.174164,294.544556,580.9400019999999
109,290.290283,292.777771,580.0
110,287.96295200000003,290.41540499999996,570.1099849999999
111,282.877869,287.42242400000003,563.0
112,289.97497599999997,294.70471200000003,588.190063
113,294.23422200000005,295.475464,582.929993
114,299.27426099999997,300.055054,599.3900150000001
115,300.300293,308.308319,613.77002
116,308.833832,312.312317,620.3599849999999
117,314.134125,316.26626600000003,625.650024
118,311.806793,314.62463399999996,623.77002
119,311.151154,313.143158,623.3900150000001
120,310.830841,314.03903199999996,616.0500490000001
121,309.309296,314.879883,627.419983
122,311.25125099999997,313.403412,625.389954
123,314.694702,318.598602,625.630066
124,311.236237,312.472473,618.070007
125,311.571564,312.312317,619.539978
126,312.472473,314.97497599999997,625.960022
127,314.319305,314.564575,621.830017
128,314.314301,316.236237,630.369995
129,315.320313,316.226227,625.820007
130,314.289276,316.18118300000003,629.700012
131,316.316315,317.657654,633.1400150000001
132,316.341339,322.567566,640.25
133,321.696686,322.822815,639.700012
134,321.066071,321.82180800000003,642.400024
135,321.331329,323.70370499999996,645.900024
136,326.796783,334.409424,665.409973
137,332.847839,335.46044900000004,668.280029
138,331.396393,332.31732200000005,659.01001
139,329.904907,330.330322,650.02002
140,323.573578,323.823822,622.460022
141,315.190186,317.21722400000004,623.1400150000001
142,312.062073,315.01001,625.960022
143,315.925934,316.761749,629.6400150000001
144,313.443451,313.788788,624.98999
145,316.306305,316.306305,628.580017
146,313.628632,317.31732200000005,632.909973
147,320.81582599999996,320.81582599999996,639.570007
148,295.56054700000004,295.79580699999997,585.990051
149,293.293304,294.62463399999996,585.519958
150,293.453461,294.134125,580.930054
151,289.044037,289.644653,569.48999
152,286.276276,287.527527,568.099976
153,285.67569,290.450439,579.97998
154,289.314301,290.290283,577.6900019999999
155,291.791779,292.292297,580.1099849999999
156,292.762756,293.04303,580.830017
157,292.727722,293.49850499999997,585.1099849999999
158,295.62564100000003,298.833832,596.330017
159,297.802795,305.720734,609.090027
