Date,Open,High,Low,Close,Adj Close,Volume
2011-12-08,310.830841,314.039032,307.957947,616.050049,308.333344,4821300
2011-12-09,309.309296,314.879883,308.813812,627.419983,314.024017,5526800
2011-12-12,311.251251,313.403412,310.455444,625.389954,313.007996,4363400
2011-12-13,314.694702,318.598602,311.736725,625.630066,313.128143,8048300
2011-12-14,311.236237,312.472473,306.551544,618.070007,309.344330,7799500
2011-12-15,311.571564,312.312317,309.654663,619.539978,310.080078,4812300
2011-12-16,312.472473,314.974976,311.046051,625.960022,313.293304,8909600
2011-12-19,314.319305,314.564575,310.310303,621.830017,311.226227,4282700
2011-12-20,314.314301,316.236237,314.309296,630.369995,315.500488,4771600
2011-12-21,315.320313,316.226227,309.789795,625.820007,313.223236,4990800
2011-12-22,314.289276,316.181183,313.818817,629.700012,315.165161,3640900
2011-12-23,316.316315,317.657654,315.595581,633.140015,316.886902,2904400
2011-12-27,316.341339,322.567566,316.316315,640.250000,320.445435,3209500
2011-12-28,321.696686,322.822815,319.369354,639.700012,320.170166,4250100
2011-12-29,321.066071,321.821808,317.917908,642.400024,321.521515,3147600
2011-12-30,321.331329,323.703705,321.331329,645.900024,323.273285,3561000
2012-01-03,326.796783,334.409424,326.511505,665.409973,333.038025,7345600
2012-01-04,332.847839,335.460449,330.640656,668.280029,334.474487,5722200
2012-01-05,331.396393,332.317322,328.443451,659.010010,329.834839,6559200
2012-01-06,329.904907,330.330322,325.220215,650.020020,325.335327,5380400
2012-01-09,323.573578,323.823822,310.925934,622.460022,311.541534,11633500
2012-01-10,315.190186,317.217224,308.763763,623.140015,311.881897,8782400
2012-01-11,312.062073,315.010010,310.870880,625.960022,313.293304,4795200
2012-01-12,315.925934,316.761749,313.563568,629.640015,315.135132,3746600
2012-01-13,313.443451,313.788788,310.840851,624.989990,312.807800,4609900
2012-01-17,316.306305,316.306305,313.153168,628.580017,314.604614,3814700
2012-01-18,313.628632,317.317322,311.371368,632.909973,316.771759,5517800
2012-01-19,320.815826,320.815826,316.046051,639.570007,320.105103,12597900
2012-01-20,295.560547,295.795807,291.141144,585.990051,293.288300,21131400
2012-01-23,293.293304,294.624634,291.871857,585.519958,293.053040,6818900
2012-01-24,293.453461,294.134125,289.289276,580.930054,290.755768,6105400
2012-01-25,289.044037,289.644653,283.473480,569.489990,285.030029,9965400
2012-01-26,286.276276,287.527527,282.557556,568.099976,284.334320,6445900
2012-01-27,285.675690,290.450439,284.949951,579.979980,290.280273,7227700
2012-01-30,289.314301,290.290283,286.987000,577.690002,289.134125,4656300
2012-01-31,291.791779,292.292297,287.862854,580.109985,290.345337,4280500
2012-02-01,292.762756,293.043030,289.859863,580.830017,290.705719,4636700
2012-02-02,292.727722,293.498505,291.331329,585.109985,292.847839,4824500
2012-02-03,295.625641,298.833832,294.319305,596.330017,298.463470,6330600
2012-02-06,297.802795,305.720734,297.302307,609.090027,304.849854,7351800
2012-02-07,303.878876,305.000000,302.182190,606.770020,303.688690,4180000
2012-02-08,304.624634,305.980988,302.672668,609.849976,305.230225,3669100
2012-02-09,306.316315,307.557556,304.804810,611.460022,306.036041,4524800
2012-02-10,304.244232,304.369354,302.302307,605.910034,303.258270,4645700
2012-02-13,305.555542,307.227234,305.315308,612.200012,306.406403,3628900
2012-02-14,306.076080,306.306305,302.682678,609.760010,305.185181,3603700
2012-02-15,306.771759,306.771759,301.581573,605.559998,303.083069,4846900
2012-02-16,301.711700,304.709717,299.164154,606.520020,303.563568,5056700
2012-02-17,302.787781,304.119110,301.501495,604.640015,302.622620,4893300
2012-02-21,302.237244,309.249237,301.741730,614.000000,307.307312,4956600
2012-02-22,306.286285,308.698700,303.658661,607.940002,304.274261,3930000
2012-02-23,303.803802,304.274261,300.475464,606.110046,303.358368,4105800
2012-02-24,303.978973,306.131134,303.058044,609.900024,305.255249,3867300
2012-02-27,303.598602,306.486481,302.832825,609.309998,304.959961,3624100
2012-02-28,305.305298,310.195190,304.144135,618.390015,309.504517,5689500
2012-02-29,309.609619,313.113098,308.058044,618.250061,309.434448,6267500
2012-03-01,311.441437,313.163177,309.384399,622.400024,311.511505,4470900
2012-03-02,311.311310,312.312317,310.470459,621.250000,310.935944,3143400
2012-03-05,310.525513,311.556549,305.996002,614.250000,307.432434,3183400
2012-03-06,304.329315,304.709717,297.217224,604.960022,302.782776,6342400
2012-03-07,304.829834,305.900909,303.233246,606.799988,303.703705,2526400
2012-03-08,305.325317,306.056061,303.478485,607.140015,303.873871,2688300
2012-03-09,304.279266,306.256256,300.300293,600.250000,300.425415,5335800
2012-03-12,300.300293,303.803802,299.929932,605.149963,302.877869,3334600
2012-03-13,304.679688,309.234222,303.078064,617.779968,309.199188,4487100
2012-03-14,307.807800,311.701691,307.037048,615.990051,308.303314,5867900
2012-03-15,308.608612,312.062073,307.722717,621.130005,310.875885,4865300
2012-03-16,310.755768,313.268280,310.335327,625.039978,312.832825,6094800
2012-03-19,311.871857,318.953949,310.930939,633.980042,317.307312,4341200
2012-03-20,315.775787,318.348358,313.948944,633.490051,317.062073,3077900
2012-03-21,317.622620,324.019012,316.571564,639.979980,320.310303,4934200
2012-03-22,319.569580,324.724731,315.815826,646.050049,323.348358,4815500
2012-03-23,323.623627,324.574585,320.770782,642.589966,321.616608,3876500
2012-03-26,322.822815,325.070068,320.090088,649.330017,324.989990,3634700
2012-03-27,323.838837,327.077087,322.722717,647.020020,323.833832,4010300
2012-03-28,326.341339,329.624634,325.865875,655.760010,328.208221,5072700
2012-03-29,327.047058,328.623627,322.472473,648.410034,324.529541,3844700
2012-03-30,326.201202,327.072083,320.820831,641.240051,320.940948,4616700
2012-04-02,320.705719,324.074066,317.737732,646.919983,323.783783,4563800
2012-04-03,323.028015,324.299286,319.639648,642.619995,321.631622,4085700
2012-04-04,319.544556,319.819824,315.865875,635.149963,317.892883,3251900
2012-04-05,316.436432,318.533539,314.599609,632.320007,316.476471,4632700
2012-04-09,314.554565,317.982971,312.957947,630.840027,315.735748,4361000
2012-04-10,317.077087,317.567566,312.587585,626.859985,313.743744,4959000
2012-04-11,317.302307,318.318329,315.965973,635.960022,318.298309,4393600
2012-04-12,321.496490,326.896912,320.450439,651.010010,325.830841,11501600
2012-04-13,324.099091,324.819824,312.082092,624.599976,312.612610,16302200
2012-04-16,311.811798,312.217224,301.131134,606.070007,303.338348,11372800
2012-04-17,304.584595,309.154144,303.808807,609.570007,305.090088,6041700
2012-04-18,304.329315,306.706696,301.706696,607.450012,304.029022,5333600
2012-04-19,303.148163,308.438446,299.799805,599.299988,299.949951,6582600
2012-04-20,302.427429,304.729736,298.213226,596.060059,298.328339,6110600
2012-04-23,296.746735,299.524536,295.395386,597.599976,299.099091,4391200
2012-04-24,299.419434,303.618622,298.958954,601.270020,300.935944,3854300
2012-04-25,302.302307,305.980988,301.741730,609.719971,305.165161,3638500
2012-04-26,305.760773,309.309296,305.155151,615.469971,308.043030,4180800
2012-04-27,307.817810,308.678680,305.605591,614.979980,307.797791,3269500
2012-04-30,306.801788,308.348358,300.605591,604.849976,302.727722,4809700
2012-05-01,302.197205,306.106110,300.395386,604.429993,302.517517,4000500
2012-05-02,300.900909,304.359344,300.605591,607.260010,303.933929,3219700
2012-05-03,305.115112,307.722717,304.779785,611.020020,305.815826,3732200
2012-05-04,303.263275,304.249237,298.703705,596.970032,298.783783,4410300
2012-05-07,297.797791,305.590576,297.797791,607.549988,304.079071,3985000
2012-05-08,303.068054,308.758759,300.650665,612.789978,306.701691,5349200
2012-05-09,303.713715,308.498505,301.206207,609.150024,304.879883,4652900
2012-05-10,306.786774,308.403412,305.420410,613.660034,307.137146,3068700
2012-05-11,305.480469,307.582581,302.687683,605.229980,302.917908,4194600
2012-05-14,300.690704,304.554565,300.590576,604.000000,302.302307,3645100
2012-05-15,302.977966,307.807800,302.177185,611.110046,305.860870,4199900
2012-05-16,309.289276,315.365356,308.278290,628.929993,314.779785,9660500
2012-05-17,317.232239,319.244232,310.925934,623.049988,311.836823,6700800
2012-05-18,312.862854,316.526520,298.648651,600.399963,300.500488,11935000
2012-05-21,300.555542,308.153168,300.300293,614.109985,307.362366,6144600
2012-05-22,307.027039,307.212219,298.298309,600.800049,300.700714,6097600
2012-05-23,301.126129,305.105103,298.858856,609.460022,305.035034,6349800
2012-05-24,304.884888,306.266266,299.734741,603.660034,302.132141,3778800
2012-05-25,300.800812,301.166168,294.434448,591.530029,296.061066,7156600
2012-05-29,298.203217,299.864868,294.454468,594.340027,297.467468,5206100
2012-05-30,294.374359,296.246246,292.057068,588.230042,294.409424,3809500
2012-05-31,294.654663,295.295288,289.789795,580.860046,290.720734,5930600
2012-06-01,286.181183,286.611603,284.459473,570.980042,285.775787,6109600
2012-06-04,285.395386,290.535522,285.290283,578.590027,289.584595,4860500
2012-06-05,288.013000,289.354340,283.518524,570.409973,285.490479,4675100
2012-06-06,288.528534,291.276276,287.092102,580.570007,290.575562,4187400
2012-06-07,294.094086,294.239227,288.913910,578.230042,289.404419,3513400
2012-06-08,288.213226,290.790802,287.577576,580.450012,290.515503,2817900
2012-06-11,292.397400,292.952942,283.628632,568.500000,284.534546,5316800
2012-06-12,285.170166,285.435425,279.569580,565.099976,282.832825,6441900
2012-06-13,281.141144,283.783783,279.619629,561.090027,280.825836,3904400
2012-06-14,280.930939,282.817810,278.538544,559.049988,279.804810,4685100
2012-06-15,280.450439,282.542542,278.823822,564.510010,282.537537,5996300
2012-06-18,281.591583,287.392395,279.904907,570.850037,285.710724,4988800
2012-06-19,287.082092,292.432434,286.846832,581.530029,291.056061,4148200
2012-06-20,290.195190,290.290283,287.042053,577.510010,289.044037,4688700
2012-06-21,290.210205,290.210205,282.147156,565.209961,282.887878,4018500
2012-06-22,284.284271,286.026031,283.193207,571.480042,286.026031,4451300
2012-06-25,283.948944,284.329315,278.953949,560.700012,280.630646,3160000
2012-06-26,281.661652,283.583588,280.020020,564.679993,282.622620,2697600
2012-06-27,284.134125,287.282288,283.293304,569.299988,284.934937,3381200
2012-06-28,283.233246,283.398407,278.883881,564.309998,282.437439,3837900
2012-06-29,287.767761,290.355347,286.386383,580.070007,290.325317,5033900
2012-07-02,291.201202,291.791779,288.538544,580.469971,290.525513,3307600
2012-07-03,290.295288,294.499512,289.289276,587.829956,294.209198,2376600
2012-07-05,294.674683,300.330322,294.564575,595.920044,298.258270,4687100
2012-07-06,296.521515,297.057068,291.701691,585.980042,293.283295,4319200
2012-07-09,292.767761,294.594604,290.915924,586.010010,293.298309,3426700
2012-07-10,295.390381,296.511505,289.659668,581.700012,291.141144,3842300
2012-07-11,288.438446,289.214203,282.752747,571.190002,285.880890,6991600
2012-07-12,283.843842,286.251251,281.326324,570.479980,285.525513,4614900
2012-07-13,286.361359,289.864868,284.559570,576.520020,288.548553,3948000
2012-07-16,288.473480,289.884888,286.176178,574.919983,287.747742,2922200
2012-07-17,289.504517,290.625641,284.484497,576.730042,288.653656,3356800
2012-07-18,288.778778,292.137146,288.353363,580.760010,290.670685,3093300
2012-07-19,293.363373,299.539551,293.293304,593.059998,296.826813,9340000
2012-07-20,304.684692,306.776764,299.389404,610.820007,305.715729,12914400
2012-07-23,300.540527,309.484497,299.424438,615.510010,308.063049,7116200
2012-07-24,307.807800,309.274261,302.472473,607.570007,304.089081,4014700
2012-07-25,304.464478,306.997009,302.987976,607.989990,304.299286,3642300
2012-07-26,307.807800,308.743744,305.320313,613.360046,306.987000,3367000
2012-07-27,309.754761,317.817810,309.059052,634.960022,317.797791,7092300
2012-07-30,318.343353,321.621613,315.065063,632.299988,316.466461,4369000
2012-07-31,314.444458,318.568573,314.424438,632.969971,316.801788,3727400
2012-08-01,318.968964,320.075073,316.006012,632.679993,316.656647,3685500
2012-08-02,313.068054,319.334320,312.017029,628.750000,314.689697,3951400
2012-08-03,320.320313,322.182190,318.388397,641.330017,320.985992,3790400
2012-08-06,320.125122,325.015015,319.929932,642.820007,321.731720,3561200
2012-08-07,321.216217,322.452454,318.553558,640.539978,320.590576,3959600
2012-08-08,319.844849,323.258270,319.569580,642.229980,321.436432,2641700
2012-08-09,322.577576,323.508514,321.081085,642.349976,321.496490,2138400
2012-08-10,319.614624,321.441437,318.383392,642.000000,321.321320,2866300
2012-08-13,324.034027,330.405396,323.663666,660.010010,330.335327,6529200
2012-08-14,329.954956,336.761749,329.829834,668.660034,334.664673,7316000
2012-08-15,335.475464,337.462463,332.382385,667.539978,334.104095,4816500
2012-08-16,334.089081,337.657654,333.873871,672.869995,336.771759,3431900
2012-08-17,337.397400,338.963959,336.186188,677.140015,338.908905,4351000
2012-08-20,338.088074,339.774780,336.666656,675.539978,338.108093,3512600
2012-08-21,336.891907,339.339325,331.416412,669.510010,335.090088,4439900
2012-08-22,334.024017,340.640656,333.683685,677.179993,338.928925,3814500
2012-08-23,337.472473,340.580566,335.835846,676.799988,338.738739,3564800
2012-08-24,338.138153,340.565552,337.377380,678.630005,339.654663,2850300
2012-08-27,331.826813,336.336334,329.949951,669.220032,334.944946,5222100
2012-08-28,332.832825,339.149139,332.702698,677.250000,338.963959,4113000
2012-08-29,339.024017,344.839844,338.413422,688.010010,344.349335,5974600
2012-08-30,342.462463,344.039032,340.430420,681.679993,341.181183,3250500
2012-08-31,342.342346,344.634644,340.360352,685.089966,342.887878,4249900
2012-09-04,342.617615,342.842834,337.087097,681.040039,340.860870,3775400
2012-09-05,340.340332,343.593597,339.909912,680.720032,340.700714,3412900
2012-09-06,343.323334,350.295288,342.707703,699.400024,350.050049,6080900
2012-09-07,350.350342,356.481476,349.184174,706.150024,353.428436,6459500
2012-09-10,355.235229,356.761749,349.544556,700.770020,350.735748,5114800
2012-09-11,349.329315,350.675690,345.845856,692.190002,346.441437,3743800
2012-09-12,345.050049,347.802795,340.780792,690.880005,345.785797,5279300
2012-09-13,346.891907,354.854858,345.615601,706.040039,353.373383,5312600
2012-09-14,355.155151,356.856842,353.858856,709.679993,355.195190,5231700
2012-09-17,354.409424,356.796783,352.852844,709.979980,355.345337,3013500
2012-09-18,354.244232,359.689697,353.743744,718.280029,359.499512,4129400
2012-09-19,359.109100,364.644653,358.563568,727.500000,364.114105,6190400
2012-09-20,362.597595,366.056061,360.970978,728.120056,364.424438,5808900
2012-09-21,366.471466,367.827820,365.425415,733.989990,367.362366,12705400
2012-09-24,365.865875,375.395386,365.490479,749.380005,375.065063,7120400
2012-09-25,376.901917,382.827820,374.204193,749.160034,374.954956,12104800
2012-09-26,375.300293,381.001007,370.870880,753.460022,377.107117,11334400
2012-09-27,380.355347,381.801788,376.201202,756.500000,378.628632,7854300
2012-09-28,377.452454,380.030029,375.950958,754.500000,377.627625,5561400
2012-10-01,379.904907,382.882874,378.483490,761.780029,381.271271,6329600
2012-10-02,382.982971,383.378387,375.510498,756.989990,378.873871,5574800
2012-10-03,378.238251,382.342346,376.476471,762.500000,381.631622,4412100
2012-10-04,381.756744,385.330322,380.080078,768.050049,384.409424,4903400
2012-10-05,385.740753,387.577576,382.887878,767.649963,384.209198,5466300
2012-10-08,380.880890,382.172180,377.452454,757.839966,379.299286,3913200
2012-10-09,380.215210,381.041046,371.636627,744.090027,372.417419,6000300
2012-10-10,371.301300,374.139130,369.514526,744.559998,372.652649,4075700
2012-10-11,376.826813,379.629639,375.520508,751.480042,376.116119,4763000
2012-10-12,376.301300,377.812805,372.422424,744.750000,372.747742,4803500
2012-10-15,371.341339,372.287292,365.715729,740.980042,370.860870,6032100
2012-10-16,370.435425,373.868866,368.598602,744.700012,372.722717,4112200
2012-10-17,372.347351,378.548553,370.500488,755.489990,378.123108,4581200
2012-10-18,378.148163,380.090088,338.338348,695.000000,347.847839,24859900
2012-10-19,353.143158,353.703705,336.336334,681.790039,341.236237,22941400
2012-10-22,340.845856,342.657654,335.185181,678.670044,339.674683,8103000
2012-10-23,336.341339,344.009003,336.336334,680.349976,340.515503,5827300
2012-10-24,343.743744,343.843842,337.972961,677.299988,338.988983,4988000
2012-10-25,340.340332,341.341339,337.092102,677.760010,339.219208,4797300
2012-10-26,338.588593,341.856842,335.935944,675.149963,337.912903,3897600
2012-10-31,340.270264,340.840851,337.837830,680.299988,340.490479,3070900
2012-11-01,340.090088,345.795807,339.699707,687.589966,344.139130,4096000
2012-11-02,347.742737,348.123108,344.029022,687.919983,344.304291,4644100
2012-11-05,342.592590,343.773773,338.118103,682.959961,341.821808,3268500
2012-11-06,343.083069,343.593597,339.114105,681.720032,341.201202,3162400
2012-11-07,337.837830,339.454468,333.578583,667.119995,333.893890,4460100
2012-11-08,335.435425,336.081085,325.940948,652.289978,326.471466,5188800
2012-11-09,327.652649,334.504517,325.475464,663.029968,331.846832,6221900
2012-11-12,332.207214,335.235229,330.765778,665.900024,333.283295,2808900
2012-11-13,331.831818,334.134125,329.444458,659.049988,329.854858,3185200
2012-11-14,330.660675,331.421417,325.575562,652.549988,326.601593,3333400
2012-11-15,325.325317,330.330322,322.272278,647.260010,323.953949,3694100
2012-11-16,323.318329,326.836823,318.318329,647.179993,323.913910,6869500
2012-11-19,328.178192,334.794800,328.093079,668.210022,334.439453,4731600
2012-11-20,335.090088,339.339325,332.617615,669.969971,335.320313,4173200
2012-11-21,334.829834,335.235229,330.530518,665.870056,333.268280,4220100
2012-11-23,335.320313,335.335327,333.383392,667.969971,334.319305,1843100
2012-11-26,333.553558,333.833832,329.839844,661.150024,330.905914,4404700
2012-11-27,330.415405,337.837830,329.329315,670.710022,335.690704,5012300
2012-11-28,334.339325,342.797791,332.277283,683.670044,342.177185,6077900
2012-11-29,344.234222,347.297302,341.341339,691.890015,346.291290,5547400
2012-11-30,346.001007,349.959961,343.188202,698.370056,349.534546,6320800
2012-12-03,351.471466,353.298309,347.402405,695.250000,347.972961,4380600
2012-12-04,347.847839,348.103088,343.193207,691.030029,345.860870,3979400
2012-12-05,346.421417,347.597595,341.506500,687.820007,344.254242,3721000
2012-12-06,344.139130,348.153168,342.597595,691.130005,345.910919,2921600
2012-12-07,347.847839,348.788788,341.551544,684.210022,342.447449,3834700
2012-12-10,343.038025,346.171173,342.237244,685.419983,343.053040,2730600
2012-12-11,345.345337,351.311310,344.204193,696.880005,348.788788,5369800
2012-12-12,349.964966,352.107117,347.087097,697.559998,349.129120,4847100
2012-12-13,358.318329,358.593597,350.125122,702.700012,351.701691,6882900
2012-12-14,349.934937,354.264252,349.564575,701.960022,351.331329,4255900
2012-12-17,353.103088,361.321320,352.362366,720.780029,360.750763,6064700
2012-12-18,358.658661,364.914917,357.882874,721.070007,360.895905,6003700
2012-12-19,360.715729,361.861847,358.698700,720.109985,360.415405,3833300
2012-12-20,361.992004,362.687683,358.843842,722.359985,361.541534,3310600
2012-12-21,357.342346,359.769775,355.615601,715.630066,358.173187,7044900
2012-12-24,357.612610,357.947937,354.089081,709.500000,355.105103,1680100
2012-12-26,354.389404,356.796783,351.556549,708.869995,354.789795,2362400
2012-12-27,353.923920,354.774780,349.654663,706.290039,353.498505,3291500
2012-12-28,351.196198,353.808807,350.355347,700.010010,350.355347,2801100
2012-12-31,350.350342,355.640656,348.348358,707.380005,354.044037,3990800
2013-01-02,360.070068,363.863861,358.633636,723.250061,361.987000,5077500
